category,text,predicted_category_llama3,predicted_category_llama3:70b,predicted_category_mixtral,predicted_category_gpt-3.5-turbo,correct_category
politics,kilroy names election seat target ex-chat show host robert kilroy-silk is to contest the derbyshire seat of erewash at the next general election.  labour s elizabeth blackman won the seat in 1997 and has a 6 932 majority. she says she will fight on her record  as a hard-working constituency mp . mr kilroy-silk announced his plans a day after launching his new party  veritas  the latin for truth. the east midlands mep  who quit the uk independence party  wants his new group to  change the face  of uk politics. his choice of election constituency quashes speculation that he would stand against defence secretary geoff hoon in ashfield  nottinghamshire. ukip won 31% of the vote in erewash in last june s european elections - with mr kilroy-silk among their candidates for the region. until 1997  erewash had been held by the tories since 1970. ms blackman said she was proud of the government s achievements in the area. she declined to give her view of mr kilroy-silk at this point.  on thursday  he told a london news conference that veritas would avoid the old parties   lies and spin . he said  our country  was being  stolen from us  by mass immigration and promised a  firm but fair  policy on immigration. veritas says it hopes to contest most seats at the forthcoming general election but plans to announce detailed policies on crime  tax  pensions  health and defence over the next few weeks.  ukip leader roger knapman says he is glad to see the back of mr kilroy-silk. labour campaign spokesman fraser kemp said veritas was joining  an already crowded field on the right of british politics . mr kilroy-silk was joined in the new venture by one of ukip s two london assembly members  damien hockney  who is now veritas  deputy leader.  ukip s chairman petrina holdsworth has said the group will just be a parody of the party the men have left. mr kilroy-silk quit ukip last week after months of tension as he vied unsuccessfully for the leadership of that party. he said he was ashamed to be a member of a ukip whose leadership had  gone awol  after the great opportunity offered by its third place at last june s european elections. ukip s leader  roger knapman  has said he is glad to see the back of mr kilroy-silk.  he has remarkable ability to influence people but  sadly  after the [european] election it became clear that he was more interested in the robert kilroy-silk party than the uk independence party so it was nice knowing him  now  goodbye    he said. ukip officials also argue mr kilroy-silk has not been  straightforward  in attacking the party he once wanted to lead.,politics,politics,politics,politics,politics
sport,o driscoll/gregan lead aid stars ireland s brian o driscoll will lead the northern hemisphere team in the irb rugby aid match at twickenham.  o driscoll heads a star-studded cast for the contest to raise funds for the tsunami appeal. the south will be led by george gregan  one of four wallabies  alongside five springboks and four all blacks including captain tana umaga. south african flanker schalk burger has shaken off a leg injury to take his place in the starting line-up. he will join fellow springboks john smit  cobus visagie and victor matfield in the south pack  with jacque fourie among the centres. the north side have been hit by the withdrawals of scotland duo gordon bulloch and chris cusiter  plus france captain fabien pelous.  but leicester s england centre ollie smith has been added to the squad  giving him an opportunity to impress lions coach sir clive woodward  who takes charge of the north side.  i think it s fantastic for ollie   tigers coach john wells told bbc radio leicester.  he was probably going to have the weekend off this week and i hope clive gets the chance to see the qualities that leicester and england have been seeing all year.  woodward will also assess other potential lions candidates such as scotland pair simon taylor and chris paterson  wales scrum-half dwayne peel and ireland lock paul o connell.  i m looking forward to working with such outstanding players   woodward said.  both teams are fielding top-quality sides and i really hope that the rugby public and community get behind this game to raise as much money as possible for such a deserving cause.  despite the withdrawal of wales wing rhys williams  who is required for the blues  celtic league match with munster  three other members of their six nations squad - ceri sweeney  john yapp and jonathan thomas - will also play.  not only it is for a good cause but it gives these players the opportunity to play with and against some of the best players in the world   said wru general manager steve lewis. supporters can watch the teams train for free at twickenham on friday  4 march. woodward will put his north team through their paces at 1030 gmt  with the south side  coached by former wallabies coach rod macqueen  due at the stadium at 1330.  c paterson (scotland)  b cohen (england)  b o driscoll (ireland  capt)  d traille (france)  o smith (england)  c sweeney (wales)  d humphreys (ireland)  d peel (wales); a lo cicero (italy)  p de villiers (france)  j yapp (wales)  r ibanez (france)  p o connell (ireland)  m bortolami (italy)  j thomas (wales)  s taylor (scotland)  l dallaglio (england)  s parisse (italy)  others to be added.  c latham (australia); b lima (samoa)  j fourie (sa) t umaga (new zealand)  s bobo (fiji); a mehrtens (nz) g gregan (aus  capt); c hoeft (nz)  j smit (sa)  c visagie (sa)  s maling (nz)  v matfield (sa)  s burger (sa)  p waugh (aus)  t kefu (aus).  e taukafa (tonga)  e guinazu (argentina)  s sititi (samoa)  o palepoi (samoa)  m rauluni (fiji)  t delport (sa)  a n other.,sport,sport,sport,sport,sport
tech,security warning over  fbi virus  the us federal bureau of investigation is warning that a computer virus is being spread via e-mails that purport to be from the fbi.  the e-mails show that they have come from an fbi.gov address and tell recipients that they have accessed illegal websites. the messages warn that their internet use has been monitored by the fbi s internet fraud complaint center. an attachment in the e-mail contains the virus  the fbi said. the message asks recipients to click on the attachment and answer some questions about their internet use. but rather than being a questionnaire  the attachment contains a virus that infects the recipient s computer  according to the agency. it is not clear what the virus does once it has infected a computer. users are warned never to open attachment from unsolicited e-mails or from people they do not know.   recipients of this or similar solicitations should know that the fbi does not engage in the practice of sending unsolicited e-mails to the public in this manner   the fbi said in a statement. the bureau is investigating the phoney e-mails. the agency earlier this month shut down fbi.gov accounts  used to communicate with the public  because of a security breach. a spokeswoman said the two incidents appear to be unrelated.,politics,tech,tech,tech,tech
business,iranian mps threaten mobile deal turkey s biggest private mobile firm could bail out of a $3bn ($1.6bn) deal to build a network in iran after mps there slashed its stake in the project.  conservatives in parliament say turkcell s stake in irancell  the new network  should be cut from 70% to 49%. they have already given themselves a veto over all foreign investment deals  following allegations about turkish firms  involvement in israel. turkcell now says it may give up on the deal altogether.  iran currently has only one heavily congested mobile network  with long waiting lists for new subscribers. turkcell signed a contract for the new network in september. the new operator planned to offer subscriptions for about $180  well below the existing firm s $500 price tag. but a parliamentary commission has now ruled that turkcell s 70% controlling stake is too high. they say that turkcell is a security risk because of alleged business ties with israel. parliament as a whole - dominated by religious conservatives - will vote on the ruling on tuesday.  turkcell said the ruling would  make more difficult... turkcell s financial consolidation of irancell  because its stake would be reduced to less than 50%.  if management control and financial consolidation of irancell cannot be achieved... the realisation of the project will become risky   it warned in a statement. the firm has refused to comment on whether it has business dealings in israel  although like almost all gsm operators worldwide it has an interconnection deal with israeli networks so that its customers can use their phones there. the two countries strengthened ties in both defence and economic issues in 2004. israeli industry minister ehud olmert was reported in june to have attended a meeting between ruhi dogusoy  turkcell s chief operating officer  and executives from israeli telecoms firms. telecoms is one of two areas specifically targeted by the new veto law on foreign investments  passed earlier in september. the other is airports  a source of controversy after the army closed tehran s new imam khomeini international airport on its opening day in may 2004. again  the allegation was that the part-turkish tav consortium which built and ran it had links with israel.,business,business,business,business,business
tech,mobiles rack up 20 years of use mobile phones in the uk are celebrating their 20th anniversary this weekend.  britain s first mobile phone call was made across the vodafone network on 1 january 1985 by veteran comedian ernie wise. in the 20 years since that day  mobile phones have become an integral part of modern life and now almost 90% of britons own a handset. mobiles have become so popular that many people use their handset as their only phone and rarely use a landline.  the first ever call over a portable phone was made in 1973 in new york but it took 10 years for the first commercial mobile service to be launched. the uk was not far behind the rest of the world in setting up networks in 1985 that let people make calls while they walked. the first call was made from st katherine s dock to vodafone s head office in newbury which at the time was over a curry house. for the first nine days of 1985 vodafone was the only firm with a mobile network in the uk. then on 10 january cellnet (now o2) launched its service. mike caudwell  spokesman for vodafone  said that when phones were launched they were the size of a briefcase  cost about £2 000 and had a battery life of little more than 20 minutes.   despite that they were hugely popular in the mid-80s   he said.  they became a yuppy must-have and a status symbol among young wealthy business folk.  this was also despite the fact that the phones used analogue radio signals to communicate which made them very easy to eavesdrop on. he said it took vodafone almost nine years to rack up its first million customers but only 18 months to get the second million.  it s very easy to forget that in 1983 when we put the bid document in we were forecasting that the total market would be two million people   he said.  cellnet was forecasting half that.  now vodafone has 14m customers in the uk alone. cellnet and vodafone were the only mobile phone operators in the uk until 1993 when one2one (now t-mobile) was launched. orange had its uk launch in 1994. both newcomers operated digital mobile networks and now all operators use this technology. the analogue spectrum for the old phones has been retired. called global system for mobiles (gsm) this is now the most widely used phone technology on the planet and is used to help more than 1.2 billion people make calls. mr caudwell said the advent of digital technology also helped to introduce all those things  such as text messaging and roaming that have made mobiles so popular.,tech,tech,tech,tech,tech
sport,castaignede fires laporte warning former france fly-half thomas castaignede has warned the pressure is mounting on coach bernard laporte following their defeat by wales.  france suffered a shock loss against the welsh at the weekend after looking on course for an easy win. castaignede told bbc sport:  the pressure is big on laporte after a huge loss to new zealand  a slim win over scotland and a miracle against england.  but the french have to get behind him and the team at lansdowne road.  following victories over south africa and australia in november  france were deemed by many to be the world s leading side. but they were then trounced 45-6 by new zealand and only just beat scotland after the scots had a try disallowed in their six nations opener. it then took some woeful spot kicking from charlie hodgson and olly barkley to help them to victory against england at twickenham. &lt;  castaignede said:  you can t say any of those results have eased the pressure on laporte.  had england s kickers not been so bad  the position in the six nations would be very different now.  laporte has been criticised for france s negative tactics in their wins over scotland and england. but his side played a more free-flowing style against wales  making a mockery of the opposition s defence in the first half before suffering a shock turnaround in fortunes after the interval.  all the chat in france has been about how france will play against ireland   said castaignede ahead of the 12 march tie.  everyone wants to see the sort of play we saw against wales. but everyone also wants a win.  castaignede  a veteran of 43 international caps  admitted the french would go in as underdogs against ireland.   going to ireland is never easy but the way they re playing right now  it s harder than ever   said castaignede.  they re very experienced and don t often lose at home. they ve got some great forwards and some electric runners on the break.  despite praising the irish he claimed the welsh had the upper hand in the six nations run-in.  ireland have such a good pack but wales are something else on the break   he added.  at the weekend they were simply awesome. as a frenchman it was disappointing to see  but you had to admire it.  their commitment to every cause can make them win this championship.  the 30-year-old also tipped yann delaigue to start ahead of frederic michalak at number 10 after an impressive display in paris last weekend.  delaigue played really well and admittedly michalak played well too   said castaignede.  i m just glad i m not the one who has to make the decision.,sport,sport,sport,sport,sport
politics,e-university  disgraceful waste  a failed government scheme to offer uk university courses online has been branded a  disgraceful waste  by mps.  the e-university was scrapped last year  having attracted only 900 students at a cost of £50m. chief executive john beaumont was paid a bonus of £44 914  despite a failure to bring in private sector backers. the commons education select committee called this  morally indefensible  but the government said the e-university project had  improved understanding .  a department for education and skills spokeswoman said the venture had been  ambitious and ground-breaking  but take-up had not been  sufficient to continue with the project . she added:  uk e-universities was not the only organisation to have lost out on private sector investment in the collapse of the dotcom boom.  the select committee found that those responsible for founding the e-university in 2000 had been caught up in the  general atmosphere of enthusiasm  surrounding the internet. initial business plans forecast a quarter of a million students joining within a decade  bringing in at least £110m in profit.  but virtually no market research was carried out and just £4.2m was spent on worldwide sales and marketing of courses. some £14m went on developing the technology to make the e-university work. this was used by just 200 students  the rest preferring to work through existing university websites. with no significant private investors and no direct accountability to a government minister  the e-university had had  too much freedom to spend public money as it wished   the report found. committee chairman barry sheerman said:  uk e-university was a terrible waste of public money.  the senior executives failed to interest any private investors and showed an extraordinary over-confidence in their ability to attract students to the scheme.  the report warns that the government should not be scared off investment in innovative but potentially risky schemes by the failure of the e-university  but  should learn the lessons from this disaster .,politics,politics,business,business,politics
politics,how political squabbles snowball it s become commonplace to argue that blair and brown are like squabbling school kids and that they (and their supporters) need to grow up and stop bickering.  but this analysis in fact gets it wrong. it s not just children who fight - adults do too. and there are solid reasons why even a trivial argument between mature protagonists can be hard to stop once its got going. the key feature of an endless feud is that everyone can agree they d be better off if it ended - but everyone wants to have the last word.  each participant genuinely wants the row to stop  but thinks it worth prolonging the argument just a tiny bit to ensure their view is heard. their successive attempts to end the argument with their last word ensure the argument goes on and on and on. (in the case of mr blair and mr brown  successive books are published  ensuring the issues never die.) now this isn t because the participants are stupid - it s actually each individual behaving entirely rationally  given the incentives facing them. indeed  there s even a piece of economic theory that explains all this. nothing as obscure as  post-neo-classical endogenous growth theory  which the chancellor himself once quoted - but a ubiquitous piece of game theory which all respectable policy wonks are familiar with.  it s often referred to as the  prisoner s dilemma   based on a parable much told in economics degree courses... about a sheriff and two prisoners. the story goes that two prisoners are jointly charged with a heinous crime  and are locked up in separate cells. but the sheriff desperately needs a confession from at least one of them  to provide enough evidence to convict them of the crime. without a confession  the prisoners will get a minimal sentence on some trumped up charge.  clearly the prisoners  best strategy is to keep their mouths shut  and take the short sentence  but the clever sheriff has an idea to induce them to talk. he tells each prisoner separately  that if they confess - and they are the only one to confess - they ll be let off their crime. and he tells them that if they don t confess - and they are the only one not to confess - they ll get life. now  if you are prisoner confronted with this choice  your best bet is to confess. if your partner doesn t confess  you ll get off completely. and if your partner does confess  you d better confess to ensure you don t get life. the result is of course  both prisoners confess  so the sheriff does not have to let either one off. both prisoners  individual logic was to behave that way  even though both would have been better if they had somehow agreed to shut up. don t worry if you don t entirely follow it - you can to look it up on google  where there are 283 000 entries on it.  the prisoners  dilemma and all its ramifications have truly captured economists in the last couple of decades. it is a parable used to describe any situation where there is an obvious sensible choice to be taken collectively  but where the only rational choice individually is to behave selfishly.  a cold war arms race for example - a classic case where both russia and america would be better off with just a few arms  rather than a lot of arms. but as long as each wants just a few more arms than the other  an arms race ensues with the results that the individually logical decision to buy more arms  results in arms levels that are too high. what economics tells us is that once you re in a prisoners  dilemma - unless you are repeating the experience many times over - it s hard to escape the perverse logic of it. it s no good just exhorting people to stop buying arms  or to stop arguing when all their incentives encourage them to carry on. somehow  the incentives have to change.  in the case of the labour party  if you believe the rift between blair and brown camps is as bad as the reports suggest  solomon s wisdom needs to be deployed to solve the problem. every parent knows there are ingenious solutions to arguments  solutions which affect the incentives of the participants. an example  is the famous rule that  one divides  the other chooses  as a way of allocating a piece of cake to be sliced up between greedy children. in the case of an apparently endless argument  if you want it to come to an end  you have to ensure the person who has the last word is one who loses rather than the one who wins the row. the cost of prolonging the row by even one more briefing  or one more book for that matter  has to exceed the benefit of having the last word  and getting your point in. if the rest of the party can enforce that  they ll have the protagonists retreating pretty quickly.,politics,politics,politics,politics,politics
tech,fast moving phone viruses appear security firms are warning about several mobile phone viruses that can spread much faster than similar bugs.  the new strains of the cabir mobile phone virus use short-range radio technology to leap to any vulnerable phone as soon as it is in range. the cabir virus only affects high-end handsets running the symbian series 60 phone operating system. despite the warnings  there are so far no reports of any phones being infected by the new variants of cabir.  the original cabir worm came to light in mid-june 2004 when it was sent to anti-virus firms as a proof-of-concept program. a mistake in the way the original cabir was written meant that even if it escaped from the laboratory  the bug would only have been able to infect one phone at a time.  however  the new cabir strains have this mistake corrected and will spread via short range bluetooth technology to any vulnerable phone in range. bluetooth has an effective range of a few tens of metres. the risk of being infected by cabir is low because users must give the malicious program permission to download on to their handset and then must manually install it. users can protect themselves by altering a setting on symbian phones that conceals the handset from other bluetooth using devices. finnish security firm f-secure issued a warning about the new strains of cabir but said that the viruses do not do any damage to a phone. all they do is block normal bluetooth activity and drain the phone s battery. anti-virus firm sophos said the source code for cabir had been posted on the net by a brazilian programmer which might lead to even more variants of the program being created. so far seven versions of cabir are know to exist  one of which was inside the malicious skulls program that was found in late november. symbian s series 60 software is licenced by nokia  lg electronics  lenovo  panasonic  samsung  sendo and siemens.,tech,tech,tech,tech,tech
politics,no uk apology  for colonial past the days of britain having to apologise for its colonial past are over  gordon brown has said.  the chancellor  speaking during a week-long tour of africa  said it was time to talk about enduring british values of liberty and tolerance. mr brown has signed a debt relief deal with tanzania which could cost the uk £1 billion. south african president thabo mbeki has attacked british imperialists  saying they treated africans like savages. mr brown said that missionairies had come to africa because of their sense of duty. he added that the history of internationalism and enterprise had given britain a greater global reach than any other country. bbc political correspondent mark mardell said britishness had long been a theme of the chancellor s but  never before has he been so outspoken in defending britain s past history .  the uk has pledged to pay 10% of the developing world s foreign debt bill in an attempt to fight poverty. on top of the relief deal with tanzania mr brown said the uk would make similar offers to 70 poorer nations around the world. under the plan - which could cost the uk £1bn - countries must spend the cash saved on health  education and welfare.  we make this offer unilaterally but we are now asking other countries to join us   the chancellor said. mr brown  on a week-long tour of africa  spent two days in tanzania before heading on friday evening to mozambique  a country where more than half of the 17-million population lives below the poverty line.  there he is expected to strike a similar debt relief pact. the chancellor said he hoped other g8 and european countries would follow suit. the uk has already cancelled its bilateral debts - money the uk alone is owed - with the world s poorest nations including tanzania. former international development secretary clare short questioned the effectiveness of debt relief as a means of tackling poverty.,politics,politics,politics,politics,politics
politics,tory leader quits legal position david mcletchie has resigned from his post as a partner in a legal firm following criticism over his dual role.  the scottish conservative leader had insisted that his legal work with tods murray did not influence the causes he supports. but on friday he said:  i have tendered my resignation as a partner with immediate effect.  mr mcletchie had received advice from holyrood officials about what details he needed to declare. labour said he had  cleverly  not asked about paid advocacy. a tory spokesman  totally refuted  any wrongdoing.  mr mcletchie received advice from the clerk to the standards committee after concern over him signing a parliamentary motion questioning expansion plans for edinburgh airport. the msp had been a partner for tods murray which has a client opposing the development. mr mcletchie did not have a complaint made against him  but when concerns were raised he sought guidance from the standards committee to clarify his position. he was advised to exercise judgement to avoid the perception of a conflict and said he had done nothing wrong.  explaining his reason for quitting the post  mr mcletchie said:  i have been greatly concerned by the recent publicity surrounding my association with tods murray.  however  i have no wish to see a similar situation arise again.  to avoid any misconceptions in the future and be mindful of the good name of tods murray and the confidentiality to which its clients are entitled  i have brought forward the date of my retirement from the firm which would otherwise have happened later this year.  i am proud to have been a part of tods murray for the last 29 years and wish it well in the future.   labour msp christine may had said mr mcletchie was  very clever  to ask the clerk to consider his conduct in respect of section 5 of the code.  he was almost bound to get the answer he wanted from this enquiry since he stands accused of breaching section 6  the section on paid advocacy   she said. section 5 of the members interest order legally obliges msps to declare registrable interests before taking part in related parliamentary proceedings  where the interest would prejudice or give the appearance of prejudicing their ability to participate in a disinterested manner . however  msps  code of conduct  recognises a wider definition  of parliamentary proceedings  including a non-statutory requirement to make a declaration in relation to written notices  such as motions.  but a letter from holyrood s chamber office chief ken hughes also made clear that mr mcletchie did not need to list any of the clients for whom he worked as a solicitor. commenting on mr mcletchie s decision to stand down  a scottish labour party spokesman said:  this should mean mr mcletchie doesn t breach the paid advocacy rules in future.  however it doesn t change the fact that there should be a full investigation into whether he has done this in the past.   scottish national party holyrood leader nicola sturgeon accused mr mcletchie of failing to properly serve his constituents. ms sturgeon said:  i think this whole episode has been very damaging for mr mcletchie and i m sure he will be reflecting on it.  she added that she thought that the tories were an irrelevant party so she would not  lose any sleep over it . peter misselbrook  executive partner of tods murray said mr mcletchie had been considering retirement later in the year. he added:  david has decided that this announcement should be made now and we fully understand and appreciate his reasons for doing so.,politics,politics,politics,politics,politics
sport,barbarians 19-47 new zealand new zealand proved too strong for an australian-dominated barbarians to round off their unbeaten northern hemisphere tour with an easy win.  rico gear ran in two of the all blacks  seven tries in what was a predominantly second-string line-up. the baa-baas did threaten  scoring tries through albert van den bergh  xavier rush and andrea lo cicero  but never looked like winning. all black aaron mauger was in good form with the boot  adding 10 points. the all blacks featured only two of the side which started last weekend s emphatic test victory over france in paris  while the baa-baas had nine wallabies in their starting line-up. and new zealand coach graham henry said:  it was a quality performance against a very experienced side and a number of young guys came through very well.  they learnt from the older players and this was a way of thanking the guys who had been mentoring them on the tour.  but the running rugby the crowd had been hoping for rarely materialised. marty holah got the all blacks onslaught under way with his fifth-minute try before rush hit back moments later. but new zealand went ahead once more as gear made use of the space vacated by a temporarily injured chris latham to slide in. ma a nonu then found his way through the barbarians defence to give his side a 19-7 half-time lead. the hosts failed to ignite in the second half and  the moment gear scored his second just after the interval  there was only ever going to be one winner. lo cicero  the sole european for the barbarians  bundled over for a try to briefly curtail the deficit. but the match was blighted by controversy moments later when justin marshall  was felled with a high tackle by jimmy cowan. referee andy turner waved play on and casey laulala coasted in for his side s fifth try. jermoe keino and piri weepu both added tries to the all blacks  tally before the final whistle  while van den bergh gained some consolation for the baa-baas. after the match  barbarians coach bob dwyer warned that south african flanker schalk burger needed a proper off-season break to maintain his standards. burger  21  was recently crowned player of the year by both his peers and the international rugby board  but has struggled for form in recent weeks.  it s his first year at that level and he was phenomenal up until the end of the southern hemisphere season.  i don t think he s played anywhere near that level on tour   he said.,sport,sport,sport,sport,sport
business,news corp makes $5.4bn fox offer news corporation is seeking to buy out minority investors in fox entertainment group  its broadcasting subsidiary  for about $5.4bn (£3.7bn).  the media giant  run by rupert murdoch  owns 82% of the shares in the company  home to the fox television network and the 20th century fox film studio. the move follows news corp s decision to register its business in the us. 20th century fox s recent film releases include i heart huckabees and i  robot  while fox puts out hit tv series 24.  under the terms of the offer  minority fox shareholders will receive 1.90 news corp shares in return for each fox share they hold. analysts said the decision to list news corp in the us - which will result in the firm s shares trading in new york rather than sydney- nullified the need to retain a separate stock market listing for fox entertainment shares. news corp investors voted in october to approve the transfer of the company s corporate domicile from australia to the us state of delaware. the move is designed to help news corp attract more investment from the largest us financial institutions  and make it easier to raise capital. fox entertainment group generated revenues of $12bn last year. news corp shares fell 25 cents to $17.65 after the share offer was announced while fox shares were up 19 cents at $31.22.,business,business,business,business,business
sport,philippoussis doubt over open bid mark philippoussis is almost certain to miss the australian open after suffering a groin injury during the hopman cup loss to the netherlands.  the 28-year-old suffered two tears to the adductor muscle and was unable to play in the deciding mixed doubles. he is now unlikely to be fit in time for the australian open which begins on 17 january in melbourne.  he has to strengthen it enough to cope with repetitive days of tennis   said hopman cup doctor hamish osborne.  it would be very unlikely in my opinion for him to do a five-setter once  let alone two days in a row  inside two weeks.   the injury is more common in australian rules football  and a fit footballer would normally take three to four weeks to recover fully although mark s injury is slightly different.  the australian has suffered a host of injury problems throughout his career but is still holding out slim hope that he can make the event.  it s something i ll have to go by feel. i ll start treatment as soon as possible and try to strengthen it without tearing it any more   he said.  what doesn t kill you makes you stronger. i know i can come back from this and that s all that matters.  - former world number two tommy haas is also a doubt for the australian open after picking up a thigh injury playing for germany in the hopman cup. the 26-year-old had treatment on his left thigh while leading argentine guillermo coria 7-5 2-2. he played one more game  but his movement was hampered and he quit.,sport,sport,sport,sport,sport
business,oil companies get russian setback international oil and mining companies have reacted cautiously to russia s decision to bar foreign firms from natural resource tenders in 2005.  us oil giant exxon said it did not plan to take part in a new tender on a project for which it had previously signed a preliminary agreement. miner highland gold said it regretted any limit on privatisation while bp  a big investor  declined to comment. only firms at least 51% russian-owned will be permitted to bid.  the federal natural resources agency said  the government is interested in letting russian companies develop strategic resources . the foreign ownership issue will be dealt with according to russia s competition law  natural resources minister yuri trutnev was quoted as saying by the interfax news agency. no further details were given  with mr trutnev suggesting that russia may decide on a case-by-case basis. observers said that the move may represent a shift in policy  as the administration of vladimir putin puts the protection of national interests above free market dynamics. russia recently wrested back control of a large chunk of its oil industry from stock-market listed company yukos  a move that prompted calls of outrage from many investors.  analysts warned that it was still too early to draw too many conclusions from this new set of proposals.  companies echoed this sentiment  saying that they would require more information before ringing the alarm bells.  it s not good. but it is very understandable   said al breach  an economist at ubs brunswick.  but if the investment climate is stable - that s much more important.  foreigners of course would like to have free entry but... this is not the end of the world.  a number of other nations  including mexico  saudi arabia and kuwait  protect their national resources from foreign firms. what has surprised observers is that since the collapse of communism russia has been courting foreign investment.  bp spent $7.5bn to create russian-registered oil company tnk-bp  and has a partnership to develop the sakhalin 5 petroleum field with state-owned rosneft. exxon  the world s largest oil company  has signed preliminary agreements to develop the sakhalin 3 field. company spokesman glenn waller said exxon still considered the deal valid  despite russia inviting new offers for the land block. according to mr waller  exxon  were not planning to bid at a new tender anyway .  we regret the ministry has taken such a decision   said ivan kulakov  deputy chairman of highland gold - a mining firm that has the motto  bringing russia s gold to market .  it would be a shame if that has a negative impact on the investment climate.  other firms that have been linked with investment in russia include france s total  the us-based chevrontexaco  and miner barrick gold.,business,business,business,business,business
business,brazil jobless rate hits new low brazil s unemployment rate fell to its lowest level in three years in december  according to the government.  the brazilian institute for geography and statistics (ibge) said it fell to 9.6% in december from 10.6% in november and 10.9% in december 2003. ibge also said that average monthly salaries grew 1.9% in december 2004 from december 2003. however  average monthly wages fell 1.8% in december to 895.4 reais ($332; £179.3) from november. tuesday s figures represent the first time that the unemployment rate has fallen to a single digit since new measurement rules were introduced in 2001. the unemployment rate has been falling gradually since april 2004 when it reached a peak of 13.1%. the jobless rate average for the whole of 2004 was 11.5%  down from 12.3% in 2003  the ibge said.  this improvement can be attributed to the country s strong economic growth  with the economy registering growth of 5.2% in 2004  the government said. the economy is expected to grow by about 4% this year. president luiz inacio lula da silva promised to reduce unemployment when he was elected two years ago. nevertheless  some analysts say that unemployment could increase in the next months.  the data is favourable  but a lot of jobs are temporary for the (christmas) holiday season  so we may see slightly higher joblessness in january and february   julio hegedus  chief economist with lopes filho & associates consultancy in rio de janeir  told reuters news agency. despite his leftist background  president lula has pursued a surprisingly conservative economic policy  arguing that in order to meet its social promises  the government needs to first reach a sustained economic growth. the unemployment rate is measured in the six main metropolitan areas of brazil (sao paolo  rio de janeiro  belo horizonte  recife  salvador and porto alegre)  where most of the population is concentrated.,business,business,business,business,business
tech,us blogger fired by her airline a us airline attendant suspended over  inappropriate images  on her blog - web diary - says she has been fired.  ellen simonetti  known as queen of the sky  wrote an anonymous semi-fictional account of her life in the sky. she was suspended by delta in september. in a statement  she said she was initiating legal action against the airline for  wrongful termination . a delta spokesperson confirmed on wednesday that ms simonetti was no longer an employee. delta has repeatedly declined to elaborate on what it calls  internal employee matters . a spokesperson reiterated this position on wednesday  confirming only that ms simonetti was no longer with the company. the spokesperson also confirmed that there were  very clear rules  attached to the unauthorised use of delta branding  including uniforms. ms simonetti announced on her blog she had been fired on 1 november.  she said in an official statement:  as a result of my suspension and subsequent termination without cause by delta airlines i am moving forward with filing a discrimination complaint with the federal government eeoc [us equal employment opportunity commission].  she added she had also hired a texas-based law firm to initiate legal action for  wrongful termination  defamation of character and lost future wages.  ms simonetti told the bbc news website she had received no warning or further explanation when she was suspended on 25 september. queen of the sky has received a lot of support and advice from the global blogging community since news of her suspension was brought to light on the bbc news website and others.  her story has highlighted concerns amongst the growing blogging community about conflicts of interest  employment law and free speech on personal websites. the blog  which she started in january as a way of getting over her mother s death  contains a mix of fictional and non-fictional accounts. queen of the sky developed over the months as a character in her own right  according to ms simonetti. in the postings  she made up fictional names for cities and other companies she mentioned to protect anonymity. but some postings contained images of herself in uniform. of the 10 or so images only one showed ms simonetti s flight  wings . she removed them as soon as she was informed of her suspension.  i never meant it as something to harm my company and don t understand how they think it did harm them   ms simonetti said. a legal expert in the us speculated that delta might be concerned that the fictional content on the blog may be linked back to the airline after the images were posted.  delta has been hit recently by pressures of rising fuel costs and fierce competition. it has said it needs to cut between 6 000 and 7 000 jobs and reduce costs by $5bn (£2.7bn) a year. analysts had warned recently that the airline might have to seek chapter 11 bankruptcy prevention. last week  it struck a $1bn cost-cutting deal with its pilots which could save it from bankruptcy. the deal would see pilots accept a 32% pay cut in return for the right to buy 30 million delta shares  unions said. and on monday  it negotiated a deal to defer about $135m in debt which was due next year  until 2007. the airline also said it had agreed the terms of a $600m loan from american express.,business,business,business,business,business
sport,minister digs in over doping row the belgian sports minister at the centre of the svetlana kuznetsova doping row says he will not apologise for making allegations against her.  claude eerdekens claims the us open champion tested positive for ephedrine at an exhibition event last month. criticised for making the announcement  he said:  i will never apologise. this product is banned and it s up to her to explain why it s there.  kuznetsova says the stimulant may have been in a cold remedy she took. the russian said she did nothing wrong by taking the medicine during the event. the women s tennis association cleared kuznetsova of any offence because the drug is not banned when taken out of competition.  eerdekens said he made the statement in order to protect the other three players that took part in the tournament  belgian justine henin-hardenne  nathalie dechy of france and russia s elena dementieva. but dechy is fuming that she has been implicated in the row.  how can you be happy when you see your face on the cover page and talking about doping   dechy said.  i m really upset about it and i think the belgian government did a really bad job about this.  i think we deserve an apology from the guy. you cannot say anything like this - you cannot say some stuff like this  saying it s one of these girls. this is terrible.  dementieva is also angry and says that dechy and herself are the real victims of the scandal.  you have no idea what i have been through all these days. it s been too hard on me   she said.  the wta are trying to handle this problem by saying there are three victims  but i see only two victims in this story - me and nathalie dechy  who really have nothing to do with this.  to be honest with you  i don t feel like i want to talk to sveta at all. i m just very upset with the way everything has happened.,sport,sport,sport,sport,sport
